Date_target,Oil_GRU_z_used,NewEnergy_MeanPred,NewEnergy_Sigma,CI_low,CI_high,ConfLevel,RiskLevel
2024-03-28,40.26106374659556,-0.06262081707432232,0.9660895338005551,-1.9561563033234102,1.8309146691747655,0.95,LOW
2024-04-01,38.79405621870498,-0.10222909954303494,0.9522649927041819,-1.9686684852432315,1.7642102861571614,0.95,LOW
2024-04-02,37.51358638762834,-0.15168252391141623,0.9805226178938579,-2.0735068549833775,1.7701418071605453,0.95,MEDIUM
2024-04-03,36.45066930901424,-0.1963788886967205,0.9778011286110533,-2.1128691007743847,1.720111323380944,0.95,LOW
2024-04-04,36.09592945291434,-0.2376710761593669,0.9748081160268528,-2.1482949835719984,1.6729528312532644,0.95,LOW
2024-04-05,38.24419189415747,-0.26780558722463077,0.9631144318716062,-2.1555098736929788,1.6198986992437172,0.95,LOW
2024-04-08,38.01481856612305,-0.1808923409630852,0.9988206460191087,-2.138580807160538,1.7767961252343678,0.95,MEDIUM
2024-04-09,38.71749934685968,-0.22607155781688448,0.9621163449415344,-2.111819593902292,1.6596764782685232,0.95,LOW
2024-04-10,39.68391211853756,-0.2112441585254729,0.9730725909340487,-2.1184664367562083,1.6959781197052626,0.95,LOW
2024-04-11,37.5813125445581,-0.18965512740364943,0.9797835606022863,-2.1100309061841305,1.7307206513768318,0.95,MEDIUM
2024-04-12,37.353562344062894,-0.24847870597225552,1.0036524789721606,-2.2156375647576905,1.7186801528131792,0.95,HIGH
2024-04-15,37.03907591477939,-0.2706131691681126,0.9656016619862638,-2.1631924266611895,1.6219660883249645,0.95,LOW
2024-04-16,35.283775683290344,-0.29734090783034434,0.9695900829910663,-2.197737470492834,1.6030556548321455,0.95,LOW
2024-04-17,34.68910589591788,-0.34166774912116726,1.0003916194366078,-2.3024353232169186,1.619099824974584,0.95,MEDIUM
2024-04-18,37.6822662996038,-0.3683888255650641,0.9760785814568025,-2.281502845220397,1.5447251940902689,0.95,LOW
2024-04-19,37.04689240814979,-0.2294021594066714,1.025829228908993,-2.2400274480682976,1.781223129254955,0.95,HIGH
2024-04-22,36.51175280977409,-0.28397184435945544,0.9745920393377651,-2.194172241461475,1.626228552742564,0.95,LOW
2024-04-23,36.76975218056587,-0.30900296525906185,0.9741148420611293,-2.2182680556988754,1.6002621251807516,0.95,LOW
2024-04-24,35.28885252478677,-0.3166272193113153,0.9694946435263555,-2.2168367206229718,1.5835822820003413,0.95,LOW
2024-04-25,35.1760436269284,-0.3578003934310435,0.9973277477869443,-2.3125627790934544,1.5969619922313674,0.95,MEDIUM
2024-04-26,34.31210079989498,-0.3768621423281924,0.9685306423331436,-2.2751822013011536,1.521457916644769,0.95,LOW
2024-04-29,34.98720113411185,-0.4070464757989982,0.9862260612808359,-2.3400495559094363,1.52595660431144,0.95,MEDIUM
2024-04-30,36.77354988688964,-0.3884764841469941,0.981980954642956,-2.3131591552471877,1.5362061869531995,0.95,MEDIUM
2024-05-01,38.91292002164831,-0.3154721269520045,1.0067383486029597,-2.2886792902138056,1.6577350363097967,0.95,HIGH
2024-05-02,41.84657541595988,-0.23202349257508303,1.0127585940439912,-2.2170303369013054,1.7529833517511395,0.95,HIGH
2024-05-03,41.65201040599643,-0.10866569915495805,1.0276321272156688,-2.122824668497669,1.9054932701877525,0.95,HIGH
2024-05-06,42.70719795747165,-0.1549493634679448,0.9659087898393931,-2.0481305915531554,1.7382318646172656,0.95,LOW
2024-05-07,41.81294089466681,-0.11643723573505999,0.9858165399813836,-2.048637654098572,1.815763182628452,0.95,MEDIUM
2024-05-08,42.07765173186569,-0.1576611080760139,0.9832054033125063,-2.084743698568526,1.7694214824164982,0.95,MEDIUM
2024-05-09,41.03650598208704,-0.1620647580039859,0.9702323598140942,-2.0637201832396106,1.7395906672316386,0.95,LOW
2024-05-10,40.52931029065025,-0.1968757717254826,0.9892574295550169,-2.135820333653316,1.7420687902023506,0.95,MEDIUM
2024-05-13,42.12014712521729,-0.22087074234570292,0.9778664039213187,-2.137488894031488,1.6957474093400817,0.95,LOW
2024-05-14,41.14452472679066,-0.1521815121277061,1.0025506894783132,-2.1171808635051996,1.8128178392497876,0.95,MEDIUM
2024-05-15,42.494484492083565,-0.19611355345381765,0.9881246812331187,-2.13283792867073,1.740610821763095,0.95,MEDIUM
2024-05-16,42.133223371429764,-0.138557383318413,0.9962556880203015,-2.0912185318382037,1.8141037652013778,0.95,MEDIUM
2024-05-17,41.473385057521654,-0.17396938711028326,0.9743082090473212,-2.0836134768430328,1.7356747026224664,0.95,LOW
2024-05-20,40.77854293763544,-0.19860681171906175,0.9825250858485711,-2.124355979982261,1.7271423565441375,0.95,MEDIUM
2024-05-21,41.370336669042764,-0.22446637611596304,0.9841849996225348,-2.153468975376131,1.7045362231442052,0.95,MEDIUM
2024-05-22,41.85652749519621,-0.20929103670623656,0.9821295522806643,-2.1342649591763387,1.7156828857638655,0.95,MEDIUM
2024-05-23,43.3211928602189,-0.2050178280000518,0.9806891634915371,-2.1271685884434643,1.7171329324433608,0.95,MEDIUM
2024-05-24,43.52457562182968,-0.14340578849191976,1.0044477057805514,-2.1121232918218005,1.825311714837961,0.95,HIGH
2024-05-28,41.93506866580081,-0.1615850331698176,0.974064346699923,-2.0707511527016664,1.7475810863620314,0.95,LOW
2024-05-29,38.90233994323011,-0.19518880281600143,1.0085013914054262,-2.171851529970637,1.781473924338634,0.95,HIGH
2024-05-30,40.66831228657283,-0.24325509895039876,1.0413445489141508,-2.2842904148221344,1.797780216921337,0.95,HIGH
2024-05-31,42.27664554212987,-0.16262207303953452,1.0044241658342876,-2.131293438074738,1.8060492919956692,0.95,HIGH
2024-06-03,43.013299805930686,-0.10991025916248576,0.9992090163720376,-2.0683599312516794,1.848539412926708,0.95,MEDIUM
