sample_index,raw_feature_0,scaled_feature_0
501,0.004660904333186222,0.5249007452526117
502,0.004639281293398634,0.5223437393018782
503,0.004617857547724036,0.5198103006311324
504,0.0045966311643961255,0.5173002008017286
505,-0.0020561234542874063,-0.2694131066634032
506,-0.002060359808413903,-0.26991407150540864
507,-0.00206461365540922,-0.27041710494508153
508,-0.0020688853078209,-0.27092224394234693
509,-0.0020731742636206363,-0.2714294291304653
510,-0.002077481244269541,-0.2719387458249323
511,-0.002081806157516075,-0.2724501831166558
512,0.0013222071164129545,0.1300872160333291
513,0.0013204613986315117,0.12988077832617503
514,0.001318719874536356,0.12967483653823017
515,0.0013169833475559223,0.12946948567793498
516,0.0013152509790543832,0.12926462657344212
517,0.0013135235704870851,0.12906035399986696
518,0.0013118002855663224,0.12885656906303633
519,-0.0031733093539840773,-0.40152454990459363
520,-0.003183411098409694,-0.40271911925575016
521,-0.0031935777737778226,-0.4039213669355793
522,-0.003203809182482087,-0.40513126957638224
523,-0.00321410677302425,-0.40634899846895184
524,-0.003224470358632825,-0.4075745315268558
525,-0.003234901409416846,-0.4088080425960282
526,-0.0010123265944141924,-0.14598019397992437
527,-0.0010133524380369074,-0.1461015038546493
528,-0.0010143803628506198,-0.14622305983805353
529,-0.0010154101661404846,-0.14634483795834263
530,-0.0010164424812243444,-0.14646691310773846
531,-0.0010174766877532049,-0.14658921192763433
532,-0.0010185130009880972,-0.14671175987345852
533,0.0040482187237615985,0.45244836276535305
534,0.004031896933012646,0.4505182494935061
535,0.004015705812003834,0.4486035884109166
536,0.0039996444166741085,0.4467042678788069
537,0.0039837109892582045,0.44482008003480944
538,0.003967904212206497,0.4429508690737153
539,0.003952221968267944,0.44109638462260903
540,-0.010439448254745853,-1.2607728605315272
541,-0.010549580049784901,-1.2737963603745721
542,-0.010662060308505139,-1.287097574899127
543,-0.010776965169561725,-1.3006855077881256
544,-0.010894373239788258,-1.3145694545959055
545,-0.011014367874412456,-1.3287592723923047
546,-0.011137035277994811,-1.343265155191501
547,0.0016988077515966982,0.17462166052746567
548,0.0016959264783331651,0.17428093910471862
549,0.0016930554006922005,0.1739414233527669
550,0.0016901938089357582,0.17360302934241167
551,0.0016873418741465418,0.17326577730482737
552,0.001684499329162037,0.1729296356470398
553,0.0016816667809587127,0.17259467614630405
554,-0.005471786071817197,-0.6733280845998076
555,-0.005501891243693158,-0.6768881346386034
556,-0.005532329519031154,-0.6804875754172305
557,-0.005563106678361018,-0.6841270905051281
558,-0.005594227742817592,-0.6878072736704154
559,-0.005625699185272559,-0.691528890354565
560,-0.005657526728781392,-0.6952926173304562
561,-0.008372935053179376,-1.0163998858904708
562,-0.008443633044271981,-1.024760189793369
563,-0.008515535097813665,-1.0332628786189049
564,-0.008588672237697215,-1.0419116210593278
565,-0.008663076562865801,-1.0507102129356463
566,-0.008738781294284514,-1.0596625827521902
567,-0.008815820824398357,-1.068772797545204
568,0.0006868132211539368,0.05494949316007937
569,0.0006863418325089299,0.0548937496761737
570,0.0006858710904880105,0.05483808265800348
571,0.0006854007538705797,0.05478246358032372
572,0.0006849315411663337,0.05472697740961401
573,0.0006844627310529372,0.0546715388467896
574,0.0006839945622669763,0.054616176123351574
575,0.009193438038277435,1.0608899387087065
576,0.009109688916906444,1.0509862894615156
577,0.009027451405831721,1.0412613938290207
578,0.008946685868822746,1.0317105646775764
579,0.008867352221198166,1.022329061842536
580,0.008789413625511777,1.0131125291570482
581,0.008712832706285534,1.0040565468299683
582,0.012940307709597754,1.5039713990540005
583,0.012774995117025068,1.4844225619297133
584,0.012613853423037114,1.4653669492829202
585,0.012456725889437692,1.4467860262311842
586,0.012303465212169407,1.4286623735145387
587,0.012153929549063358,1.4109792177619176
588,0.012007985549775668,1.393720789792568
589,-0.0025909787716406063,-0.332661763775833
